Card,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Switch 2025 Mega Evolution #130/132 Base Raw TCG (Near Mint)","-42.91","-$1.12","$2.61","$1.49 (09/28/2025)","$2.05","$1.49","$2.61","0.00","2","$4.10"
"Toxtricity 2025 Japanese Mega: Inferno X #89/80 Art Rare Raw TCG (Near Mint)","-42.91","-$2.96","$6.89","$3.93 (10/24/2025)","$4.61","$1.00","$8.99","0.00","62","$285.70"
"Snover 2025 Mega Evolution #035/132 Base Raw TCG (Near Mint)","-42.94","-$0.74","$1.73","$0.99 (10/23/2025)","$1.60","$0.99","$2.99","500.00","12","$19.20"
"Duosion 2025 Scarlet & Violet: Black Bolt #038/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-43.14","-$1.10","$2.55","$1.45 (10/19/2025)","$2.27","$1.45","$2.55","-20.00","4","$9.07"
"Karrablast 2025 Japanese Scarlet & Violet: Black Bolt #094/086 Art Rare Raw TCG (Near Mint)","-43.35","-$4.89","$11.28","$6.39 (10/24/2025)","$7.52","$4.54","$11.28","3.13","33","$248.05"
"Paras 2025 Scarlet & Violet: Journey Together #004/159 Reverse Holo Raw TCG (Near Mint)","-43.43","-$0.76","$1.75","$0.99 (10/23/2025)","$1.38","$0.71","$1.77","0.00","5","$6.91"
"Team Rocket's Sneasel 2025 Scarlet & Violet: Destined Rivals #128/182 Holo Raw TCG (Near Mint)","-43.43","-$0.76","$1.75","$0.99 (10/09/2025)","$1.33","$0.99","$1.75","-40.00","3","$3.99"
"Ethan's Typhlosion 2025 Japanese Scarlet & Violet: Heat Wave Arena #017/063 Holo Raw TCG (Near Mint)","-43.43","-$0.76","$1.75","$0.99 (10/24/2025)","$2.75","$0.99","$5.50","0.00","3","$8.24"
"Sandshrew 2025 Mega Evolution #068/132 Reverse Holo Raw TCG (Near Mint)","-43.57","-$1.09","$2.49","$1.40 (10/21/2025)","$1.88","$0.99","$3.59","800.00","36","$67.57"
"Brock's Scouting 2025 Scarlet & Violet: Journey Together #179/159 Ultra Rare (Full Art) Raw TCG (Near Mint)","-43.74","-$4.74","$10.83","$6.09 (10/24/2025)","$4.58","$0.99","$10.83","-43.14","58","$265.43"
"Boss's Orders 2025 Mega Evolution #114/132 Base (Ghetsis) Raw TCG (Near Mint)","-44.13","-$0.79","$1.79","$1.00 (10/24/2025)","$1.59","$1.00","$2.63","0.00","7","$11.14"
"Haban Berry 2025 Scarlet & Violet: Prismatic Evolutions #111/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","-44.18","-$1.10","$2.49","$1.39 (10/21/2025)","$1.63","$1.00","$2.49","-40.00","3","$4.88"
"Reuniclus 2025 Scarlet & Violet: Black Bolt #039/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-44.18","-$4.86","$11.00","$6.14 (10/24/2025)","$7.15","$3.00","$11.00","40.00","7","$50.06"
"Team Rocket's Persian ex 2025 Japanese Scarlet & Violet: Glory of Team Rocket #079/098 Double Rare Raw TCG (Near Mint)","-44.19","-$1.18","$2.67","$1.49 (10/01/2025)","$2.28","$1.49","$2.67","-50.00","3","$6.83"
"Manectric 2025 Scarlet & Violet: Destined Rivals #076/182 Reverse Holo Raw TCG (Near Mint)","-44.20","-$0.99","$2.24","$1.25 (10/21/2025)","$1.61","$1.08","$2.24","-60.00","4","$6.46"
"Team Rocket's Nidorino 2025 Scarlet & Violet: Destined Rivals #118/182 Reverse Holo Raw TCG (Near Mint)","-44.20","-$0.99","$2.24","$1.25 (10/23/2025)","$1.86","$1.25","$2.24","-42.86","4","$7.46"
"Fan Rotom 2025 Scarlet & Violet: Prismatic Evolutions #085/131 Master Ball Reverse Holo Raw TCG (Near Mint)","-44.37","-$3.82","$8.61","$4.79 (10/21/2025)","$4.61","$2.24","$8.61","36.36","15","$69.17"
"Dwebble 2025 Scarlet & Violet: Black Bolt #051/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-44.44","-$2.20","$4.95","$2.75 (10/19/2025)","$4.16","$1.50","$9.40","57.14","11","$45.76"
"Raboot 2025 Mega Evolution #027/132 Base Raw TCG (Near Mint)","-44.54","-$0.80","$1.79","$0.99 (10/18/2025)","$1.59","$0.99","$2.00","0.00","7","$11.13"
"Riolu 2025 Mega Evolution #076/132 Reverse Holo Raw TCG (Near Mint)","-44.67","-$2.01","$4.50","$2.49 (10/20/2025)","$1.92","$0.99","$5.00","380.00","24","$46.18"
"Stonjourner 2025 Mega Evolution #081/132 Reverse Holo Raw TCG (Near Mint)","-44.69","-$0.80","$1.79","$0.99 (10/13/2025)","$1.63","$0.99","$1.79","0.00","5","$8.15"
"Tinkatink 2025 Mega Evolution #096/132 Reverse Holo Raw TCG (Near Mint)","-45.17","-$1.35","$3.00","$1.65 (10/21/2025)","$1.83","$0.99","$3.00","0.00","7","$12.84"
"Team Rocket's Spidops 2025 Japanese Scarlet & Violet: Glory of Team Rocket #099/098 Art Rare Raw TCG (Near Mint)","-45.19","-$4.13","$9.14","$5.01 (10/23/2025)","$5.54","$2.00","$9.19","-29.03","22","$121.79"
"Ultra Ball 2025 Mega Evolution #131/132 Reverse Holo Raw TCG (Near Mint)","-45.23","-$0.90","$1.99","$1.09 (10/23/2025)","$1.72","$0.99","$2.99","600.00","14","$24.07"
"Articuno 2025 Scarlet & Violet: Journey Together #032/159 Reverse Holo Raw TCG (Near Mint)","-45.28","-$1.63","$3.60","$1.97 (10/20/2025)","$2.69","$1.00","$3.60","-10.00","9","$24.23"
"Electrike 2025 Mega Evolution #049/132 Reverse Holo Raw TCG (Near Mint)","-45.49","-$1.16","$2.55","$1.39 (10/18/2025)","$1.95","$0.99","$4.00","1300.00","14","$27.36"
"Furret 2025 Scarlet & Violet: Journey Together #119/159 Reverse Holo Raw TCG (Near Mint)","-45.55","-$0.87","$1.91","$1.04 (10/21/2025)","$1.38","$0.99","$1.91","-20.00","4","$5.53"
"Boss's Orders 2025 Mega Evolution #114/132 Reverse Holo (Ghetsis) Raw TCG (Near Mint)","-45.73","-$0.91","$1.99","$1.08 (10/23/2025)","$1.51","$0.99","$2.18","400.00","10","$15.12"
"Alomomola 2025 Japanese Scarlet & Violet: Black Bolt #112/086 Art Rare Raw TCG (Near Mint)","-45.74","-$2.74","$5.99","$3.25 (10/24/2025)","$4.91","$2.48","$12.54","53.85","20","$98.22"
"Riolu 2025 Mega Evolution #076/132 Base Raw TCG (Near Mint)","-45.75","-$0.84","$1.83","$0.99 (10/24/2025)","$1.46","$0.99","$2.64","233.33","20","$29.20"
"Fighting Gong 2025 Mega Evolution #116/132 Reverse Holo Raw TCG (Near Mint)","-45.82","-$1.81","$3.95","$2.14 (10/21/2025)","$2.49","$1.25","$6.00","350.00","18","$44.79"
"Swoobat 2025 Scarlet & Violet: White Flare #037/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-45.90","-$1.23","$2.68","$1.45 (10/18/2025)","$2.12","$1.45","$2.70","33.33","4","$8.47"
"Alakazam 2025 Mega Evolution #056/132 Reverse Holo Raw TCG (Near Mint)","-46.30","-$0.95","$2.05","$1.10 (10/20/2025)","$2.00","$1.09","$3.75","333.33","26","$51.98"
"Snover 2025 Mega Evolution #140/132 Illustration Rare Raw TCG (Near Mint)","-46.34","-$3.22","$6.94","$3.72 (10/24/2025)","$4.52","$0.99","$10.00","957.89","201","$909.50"
"Naclstack 2025 Mega Evolution #083/132 Reverse Holo Raw TCG (Near Mint)","-46.36","-$1.21","$2.61","$1.40 (10/19/2025)","$1.53","$0.99","$2.61","0.00","10","$15.34"
"Munkidori 2025 Scarlet & Violet: Prismatic Evolutions #044/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","-46.37","-$1.85","$3.99","$2.14 (10/17/2025)","$2.45","$0.99","$3.99","-29.41","12","$29.42"
"Lillie's Comfey 2025 Scarlet & Violet: Journey Together #068/159 Reverse Holo Raw TCG (Near Mint)","-46.47","-$1.25","$2.69","$1.44 (10/14/2025)","$2.06","$1.44","$2.69","-60.00","2","$4.13"
"Morgrem 2025 Scarlet & Violet: Journey Together #072/159 Reverse Holo Raw TCG (Near Mint)","-46.49","-$0.86","$1.85","$0.99 (10/23/2025)","$1.56","$0.99","$2.01","-25.00","3","$4.69"
"Electivire ex 2025 Scarlet & Violet: Destined Rivals #069/182 Double Rare Raw TCG (Near Mint)","-46.70","-$1.84","$3.94","$2.10 (10/22/2025)","$2.25","$0.99","$4.04","9.52","46","$103.48"
"Barraskewda 2025 Scarlet & Violet: Destined Rivals #063/182 Reverse Holo Raw TCG (Near Mint)","-46.77","-$1.16","$2.48","$1.32 (10/23/2025)","$2.17","$0.99","$3.00","-10.00","9","$19.56"
"Hop's Silicobra 2025 Scarlet & Violet: Journey Together #086/159 Reverse Holo Raw TCG (Near Mint)","-46.85","-$1.19","$2.54","$1.35 (10/18/2025)","$1.75","$1.35","$2.54","200.00","3","$5.24"
"Ivysaur 2025 Mega Evolution #134/132 Illustration Rare Raw TCG (Near Mint)","-47.22","-$22.59","$47.84","$25.25 (10/24/2025)","$36.73","$9.98","$70.00","402.50","402","$14765.59"
"Steelix 2025 Mega Evolution #093/132 Holo Raw TCG (Near Mint)","-47.35","-$1.16","$2.45","$1.29 (10/14/2025)","$1.54","$0.99","$2.45","325.00","17","$26.10"
"Venipede 2025 Scarlet & Violet: Black Bolt #054/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-47.55","-$2.04","$4.29","$2.25 (10/11/2025)","$3.84","$2.25","$4.99","-50.00","3","$11.53"
"Numel 2025 Mega Evolution #021/132 Base Raw TCG (Near Mint)","-47.62","-$0.90","$1.89","$0.99 (10/23/2025)","$1.44","$0.99","$1.89","0.00","2","$2.88"
"Marnie's Morpeko 2025 Scarlet & Violet: Destined Rivals #137/182 Base Raw TCG (Near Mint)","-47.62","-$0.90","$1.89","$0.99 (10/22/2025)","$1.41","$0.99","$1.89","0.00","3","$4.23"
"Genesect ex 2025 Scarlet & Violet: Black Bolt #161/086 Ultra Rare (Full Art) Raw TCG (Near Mint)","-47.63","-$4.52","$9.49","$4.97 (10/24/2025)","$4.83","$0.99","$13.99","-45.78","45","$217.48"
"Regigigas 2025 Scarlet & Violet: Prismatic Evolutions #086/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","-47.70","-$1.14","$2.39","$1.25 (10/19/2025)","$1.81","$0.99","$3.38","200.00","12","$21.70"
"Dawn 2025 Japanese Mega: Inferno X #115/80 Special Art Rare Raw TCG (Near Mint)","-47.76","-$63.99","$133.99","$70.00 (10/23/2025)","$91.99","$50.89","$160.00","0.00","75","$6899.21"
"Deerling 2025 Scarlet & Violet: White Flare #006/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-48.19","-$0.93","$1.93","$1.00 (10/22/2025)","$1.48","$1.00","$1.93","-25.00","3","$4.43"
"Hop's Zacian ex 2025 Japanese Scarlet & Violet: Battle Partners #128/100 Special Art Rare Raw TCG (Near Mint)","-48.27","-$13.53","$28.03","$14.50 (10/21/2025)","$22.97","$14.50","$34.40","0.00","6","$137.82"
"Meloetta ex 2025 Japanese Scarlet & Violet: Black Bolt #162/086 Super Rare (Full Art) Raw TCG (Near Mint)","-48.36","-$2.21","$4.57","$2.36 (10/24/2025)","$3.64","$0.99","$5.99","25.00","10","$36.42"
"Litwick 2025 Scarlet & Violet: White Flare #016/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-48.43","-$1.39","$2.87","$1.48 (10/19/2025)","$2.96","$1.48","$3.80","-50.00","6","$17.74"
"Jellicent ex 2025 Scarlet & Violet: White Flare #045/086 Double Rare Raw TCG (Near Mint)","-48.56","-$1.43","$2.94","$1.52 (10/24/2025)","$1.91","$0.99","$3.90","4.48","70","$133.71"
"Cynthia's Spiritomb 2025 Scarlet & Violet: Destined Rivals #129/182 Reverse Holo Raw TCG (Near Mint)","-48.71","-$1.89","$3.88","$1.99 (10/23/2025)","$2.60","$1.88","$3.96","87.50","15","$38.97"
"Lacey 2025 Scarlet & Violet: Prismatic Evolutions #114/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","-49.10","-$0.96","$1.95","$0.99 (10/24/2025)","$1.72","$0.99","$4.03","116.67","13","$22.34"
"Litleo 2025 Mega Evolution #139/132 Illustration Rare Raw TCG (Near Mint)","-49.17","-$4.92","$10.00","$5.08 (10/24/2025)","$7.03","$2.25","$22.89","1855.56","176","$1236.71"
"Garbodor 2025 Japanese Scarlet & Violet: White Flare #139/086 Art Rare Raw TCG (Near Mint)","-49.22","-$2.20","$4.47","$2.27 (10/24/2025)","$4.80","$2.27","$7.70","-10.00","18","$86.38"
"Gurdurr 2025 Scarlet & Violet: Black Bolt #048/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-49.23","-$0.96","$1.95","$0.99 (10/24/2025)","$1.88","$0.99","$2.70","-50.00","3","$5.64"
"Tynamo 2025 Scarlet & Violet: Black Bolt #030/086 Reverse Holo Raw TCG (Near Mint)","-49.23","-$0.96","$1.95","$0.99 (10/16/2025)","$1.31","$0.99","$1.95","50.00","3","$3.93"
"Premium Power Pro 2025 Mega Evolution #124/132 Base Raw TCG (Near Mint)","-49.28","-$1.49","$3.02","$1.53 (10/21/2025)","$2.38","$1.00","$7.39","237.50","27","$64.18"
"Arven's Mabosstiff ex 2025 Scarlet & Violet: Destined Rivals #139/182 Double Rare Raw TCG (Near Mint)","-49.57","-$1.43","$2.88","$1.45 (10/24/2025)","$1.98","$0.99","$4.08","-16.13","26","$51.47"
"Axew 2025 Scarlet & Violet: Black Bolt #068/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-49.58","-$2.95","$5.95","$3.00 (10/23/2025)","$3.68","$2.95","$5.95","-37.50","5","$18.38"
"Munna 2025 Scarlet & Violet: Black Bolt #035/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-49.62","-$1.98","$3.99","$2.01 (10/20/2025)","$2.75","$1.99","$3.99","-20.00","4","$10.99"
"Mystery Garden 2025 Mega Evolution #122/132 Base Raw TCG (Near Mint)","-49.75","-$0.98","$1.97","$0.99 (10/20/2025)","$1.73","$0.99","$2.63","1500.00","16","$27.66"
"Shuckle 2025 Mega Evolution #011/132 Base Raw TCG (Near Mint)","-49.75","-$0.98","$1.97","$0.99 (10/19/2025)","$1.32","$0.99","$1.97","50.00","3","$3.95"
"Hariyama 2025 Mega Evolution #073/132 Holo Raw TCG (Near Mint)","-49.75","-$0.99","$1.99","$1.00 (10/24/2025)","$1.81","$0.82","$3.99","271.43","26","$47.10"
"Marnie's Liepard 2025 Scarlet & Violet: Destined Rivals #131/182 Reverse Holo Raw TCG (Near Mint)","-49.83","-$1.49","$2.99","$1.50 (10/23/2025)","$2.13","$1.35","$3.39","-26.67","11","$23.38"
"Brave Bangle 2025 Scarlet & Violet: White Flare #080/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-49.87","-$1.98","$3.97","$1.99 (10/19/2025)","$2.97","$1.95","$4.99","-50.00","4","$11.88"
"Mega Lucario ex 2025 Japanese Mega Brave #29/63 Double Rare Raw TCG (Near Mint)","-49.94","-$2.08","$4.17","$2.09 (10/23/2025)","$2.46","$0.72","$9.77","-48.05","40","$98.26"
"Excadrill ex 2025 Japanese Scarlet & Violet: Black Bolt #171/086 Special Art Rare Raw TCG (Near Mint)","-49.97","-$7.49","$14.99","$7.50 (10/24/2025)","$11.97","$6.50","$14.99","-42.86","8","$95.74"
"Bouffalant ex 2025 Japanese Scarlet & Violet: White Flare #172/086 Special Art Rare Raw TCG (Near Mint)","-49.97","-$7.99","$15.99","$8.00 (10/23/2025)","$11.65","$8.00","$15.99","-64.71","6","$69.92"
"Venipede 2025 Japanese Scarlet & Violet: Black Bolt #138/086 Art Rare Raw TCG (Near Mint)","-50.00","-$2.99","$5.98","$2.99 (10/24/2025)","$5.21","$2.99","$5.98","-25.00","18","$93.70"
"Stunfisk 2025 Scarlet & Violet: White Flare #035/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-50.11","-$2.25","$4.50","$2.25 (10/16/2025)","$3.59","$0.99","$6.65","-36.36","7","$25.14"
"Herdier 2025 Scarlet & Violet: White Flare #075/086 Reverse Holo Raw TCG (Near Mint)","-50.17","-$1.50","$2.99","$1.49 (10/10/2025)","$2.24","$1.49","$2.99","0.00","2","$4.48"
"Durant 2025 Scarlet & Violet: White Flare #070/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-50.25","-$2.02","$4.02","$2.00 (10/24/2025)","$2.96","$1.66","$8.53","12.50","9","$26.62"
"Milcery 2025 Scarlet & Violet: Journey Together #074/159 Reverse Holo Raw TCG (Near Mint)","-50.25","-$1.00","$1.99","$0.99 (10/23/2025)","$1.66","$0.99","$2.01","-40.00","3","$4.99"
"Tinkatuff 2025 Mega Evolution #097/132 Reverse Holo Raw TCG (Near Mint)","-50.25","-$1.00","$1.99","$0.99 (10/13/2025)","$1.69","$0.99","$2.47","400.00","5","$8.43"
"Floragato 2025 Scarlet & Violet: Journey Together #017/159 Reverse Holo Raw TCG (Near Mint)","-50.25","-$1.00","$1.99","$0.99 (10/09/2025)","$1.49","$0.99","$1.99","-75.00","2","$2.98"
"Groudon 2025 Scarlet & Violet: Prismatic Evolutions #049/131 Holo Raw TCG (Near Mint)","-50.25","-$1.00","$1.99","$0.99 (10/18/2025)","$1.86","$0.99","$2.35","25.00","5","$9.31"
"Mandibuzz 2025 Scarlet & Violet: White Flare #064/086 Reverse Holo Raw TCG (Near Mint)","-50.50","-$1.01","$2.00","$0.99 (10/18/2025)","$1.59","$0.99","$2.00","50.00","3","$4.76"
"Conkeldurr 2025 Scarlet & Violet: Black Bolt #049/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-50.50","-$1.01","$2.00","$0.99 (10/20/2025)","$1.69","$0.99","$2.42","66.67","5","$8.44"
"Mega Latias ex 2025 Mega Evolution #163/132 Ultra Rare (Full Art) Raw TCG (Near Mint)","-50.53","-$11.01","$21.79","$10.78 (10/24/2025)","$16.76","$2.25","$32.33","315.15","274","$4591.83"
"Medicham 2025 Scarlet & Violet: Destined Rivals #100/182 Reverse Holo Raw TCG (Near Mint)","-50.66","-$1.16","$2.29","$1.13 (10/24/2025)","$1.72","$1.13","$2.29","-20.00","8","$13.80"
"Caterpie 2025 Scarlet & Violet: Journey Together #001/159 Reverse Holo Raw TCG (Near Mint)","-50.75","-$1.01","$1.99","$0.98 (10/20/2025)","$1.52","$0.98","$1.99","-40.00","3","$4.56"
"Toedscool 2025 Scarlet & Violet: Journey Together #088/159 Reverse Holo Raw TCG (Near Mint)","-50.75","-$1.01","$1.99","$0.98 (10/22/2025)","$1.48","$0.98","$1.99","-33.33","2","$2.97"
"Lucario ex 2025 Scarlet & Violet: Prismatic Evolutions #051/131 Double Rare Raw TCG (Near Mint)","-50.86","-$1.03","$2.02","$0.99 (10/21/2025)","$2.45","$0.99","$5.31","17.65","40","$97.95"
"Squawkabilly 2025 Scarlet & Violet: Journey Together #141/159 Reverse Holo Raw TCG (Near Mint)","-50.88","-$1.02","$2.00","$0.98 (10/14/2025)","$1.69","$0.98","$2.64","-50.00","4","$6.76"
"Rare Candy 2025 Japanese Mega Symphonia #82/63 Super Rare (Full Art) Raw TCG (Near Mint)","-50.95","-$5.09","$9.99","$4.90 (10/22/2025)","$4.00","$0.99","$9.99","18.18","26","$104.02"
"Durant 2025 Scarlet & Violet: Journey Together #014/159 Reverse Holo Raw TCG (Near Mint)","-50.99","-$1.03","$2.02","$0.99 (10/23/2025)","$1.67","$0.99","$2.02","0.00","3","$5.02"
"Sandile 2025 Scarlet & Violet: Black Bolt #057/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-51.00","-$1.27","$2.49","$1.22 (10/10/2025)","$1.85","$1.22","$2.49","100.00","2","$3.71"
"Air Balloon 2025 Mega Evolution #166/132 Ultra Rare (Full Art) Raw TCG (Near Mint)","-51.01","-$4.93","$9.66","$4.73 (10/24/2025)","$6.32","$0.99","$19.99","392.11","187","$1182.52"
"Meganium 2025 Mega Evolution #010/132 Holo Raw TCG (Near Mint)","-51.32","-$1.36","$2.65","$1.29 (10/23/2025)","$1.92","$0.80","$5.00","412.50","41","$78.70"
"Dialga 2025 Mega Evolution #095/132 Reverse Holo Raw TCG (Near Mint)","-51.64","-$1.33","$2.58","$1.25 (10/23/2025)","$1.92","$1.25","$3.92","0.00","10","$19.21"
"Kadabra 2025 Mega Evolution #055/132 Reverse Holo Raw TCG (Near Mint)","-51.70","-$1.17","$2.26","$1.09 (10/23/2025)","$1.75","$0.99","$2.99","1000.00","22","$38.40"
"Mega Venusaur ex 2025 Mega Evolution #155/132 Ultra Rare (Full Art) Raw TCG (Near Mint)","-51.72","-$19.45","$37.61","$18.16 (10/24/2025)","$25.65","$4.00","$50.00","241.77","270","$6926.27"
"Bayleef 2025 Mega Evolution #009/132 Base Raw TCG (Near Mint)","-51.94","-$1.07","$2.06","$0.99 (10/23/2025)","$1.55","$0.99","$2.79","566.67","20","$30.99"
"Terapagos ex 2025 Scarlet & Violet: Prismatic Evolutions #180/131 Hyper Rare (Secret) Raw TCG (Near Mint)","-52.10","-$11.38","$21.84","$10.46 (10/24/2025)","$11.15","$5.50","$22.49","-13.95","37","$412.40"
"Rare Candy 2025 Mega Evolution #175/132 Ultra Rare (Full Art) Raw TCG (Near Mint)","-52.12","-$6.12","$11.73","$5.62 (10/24/2025)","$6.24","$1.25","$15.55","1488.89","143","$893.02"
"Steven's Metagross ex 2025 Scarlet & Violet: Destined Rivals #145/182 Double Rare Raw TCG (Near Mint)","-52.13","-$2.33","$4.46","$2.13 (10/24/2025)","$2.40","$0.99","$6.63","-9.68","56","$134.27"
"Cryogonal 2025 Japanese Scarlet & Violet: Black Bolt #115/086 Art Rare Raw TCG (Near Mint)","-52.13","-$3.91","$7.50","$3.59 (10/21/2025)","$4.82","$3.00","$7.50","-25.00","12","$57.83"
"Tynamo 2025 Scarlet & Violet: Black Bolt #030/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-52.15","-$1.09","$2.09","$1.00 (10/22/2025)","$1.58","$1.00","$2.09","-50.00","4","$6.34"
"Lillie's Cutiefly 2025 Scarlet & Violet: Journey Together #066/159 Reverse Holo Raw TCG (Near Mint)","-52.17","-$1.56","$2.99","$1.43 (10/14/2025)","$2.21","$1.43","$2.99","-66.67","2","$4.42"
"Goldeen 2025 Scarlet & Violet: Prismatic Evolutions #020/131 Master Ball Reverse Holo Raw TCG (Near Mint)","-52.25","-$3.13","$5.99","$2.86 (10/24/2025)","$4.91","$1.79","$8.53","22.22","11","$53.97"
"Lechonk 2025 Scarlet & Violet: Journey Together #139/159 Reverse Holo Raw TCG (Near Mint)","-52.44","-$1.18","$2.25","$1.07 (10/11/2025)","$1.58","$1.07","$2.25","33.33","4","$6.32"
"Woobat 2025 Scarlet & Violet: White Flare #036/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-52.51","-$2.62","$4.99","$2.37 (10/24/2025)","$3.81","$0.99","$7.49","85.71","13","$49.56"
"Rotom 2025 Scarlet & Violet: Destined Rivals #077/182 Base Raw TCG (Near Mint)","-52.51","-$0.94","$1.79","$0.85 (10/15/2025)","$1.32","$0.85","$1.79","0.00","2","$2.64"
"Arven's Greedent 2025 Scarlet & Violet: Destined Rivals #205/182 Illustration Rare Raw TCG (Near Mint)","-52.73","-$4.74","$8.99","$4.25 (10/18/2025)","$7.41","$4.25","$8.99","-95.24","3","$22.23"
"Team Rocket's Venture Bomb 2025 Scarlet & Violet: Destined Rivals #179/182 Reverse Holo Raw TCG (Near Mint)","-52.83","-$1.40","$2.65","$1.25 (10/23/2025)","$2.19","$1.25","$2.99","-16.67","5","$10.97"
"Vulpix 2025 Japanese Mega Brave #67/63 Art Rare Raw TCG (Near Mint)","-52.86","-$5.89","$11.15","$5.26 (10/24/2025)","$7.03","$3.25","$35.00","-40.84","113","$793.90"
"Samurott 2025 Scarlet & Violet: White Flare #023/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-52.89","-$4.49","$8.49","$4.00 (10/22/2025)","$9.02","$4.00","$14.66","-62.50","6","$54.13"
"Solrock 2025 Mega Evolution #075/132 Base Raw TCG (Near Mint)","-52.95","-$1.11","$2.10","$0.99 (10/21/2025)","$1.51","$0.85","$2.69","640.00","37","$55.83"
"Cubone 2025 Scarlet & Violet: Journey Together #076/159 Reverse Holo Raw TCG (Near Mint)","-53.13","-$1.19","$2.24","$1.05 (10/23/2025)","$1.62","$1.05","$2.70","166.67","8","$12.98"
"Basculin 2025 Scarlet & Violet: White Flare #024/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-53.18","-$1.42","$2.67","$1.25 (09/29/2025)","$2.20","$1.25","$3.85","-50.00","3","$6.59"
"Zebstrika 2025 Scarlet & Violet: White Flare #032/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-53.20","-$2.83","$5.32","$2.49 (10/13/2025)","$3.22","$2.49","$5.32","0.00","4","$12.89"
"Mystery Garden 2025 Mega Evolution #172/132 Ultra Rare (Full Art) Raw TCG (Near Mint)","-53.71","-$6.51","$12.12","$5.61 (10/24/2025)","$6.61","$0.99","$14.99","318.75","134","$885.27"
"Drizzile 2025 Mega Evolution #040/132 Base Raw TCG (Near Mint)","-54.41","-$1.42","$2.61","$1.19 (10/23/2025)","$1.77","$1.19","$2.61","200.00","3","$5.30"
"Mega Camerupt ex 2025 Mega Evolution #022/132 Double Rare Raw TCG (Near Mint)","-54.41","-$2.65","$4.87","$2.22 (10/24/2025)","$1.98","$0.99","$6.57","264.52","113","$223.81"
